	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	Control	HPA	QT_121004_21	QT_121004_23	QT_121004_25	QT_121004_27	QT_121004_31	QT_121004_33	QT_121004_35	QT_121004_37	QT_121004_41	QT_121004_43	QT_121004_26	QT_121004_34	QT_121004_42	QT_121004_48	QT_121004_56	QT_121004_64	QT_121004_66		
2368	M131T51	1.628158994	-1.579462413	0.135201026	131.1178711	131.1177717	131.1179758	50.985	50.46	51.55	16	9	7	2216.703721	9424.704549	8536.231051	11702.46133	4690.931331	11974.29163	9412.097005	8175.849113	8778.315389	25563.7095	4630.499922	10270.38261	2316.254541	3455.711742	12939.12039	4168.848599	5416.871413		
2930	M265T1000	1.627865421	-1.113252011	0.2832264	265.2527498	265.2526295	265.2529756	999.87	999.53	999.9	10	6	4	1340.596456	16602.65852	14361.87225	6418.623186	1712.907422	16648.41054	0	11408.37457	8165.065035	355.5153936	7324.134484	9014.377878	5773.52492	9802.891488	375.7534504	204.8613472	621.3318605		
2673	M161T60	1.627373168	-1.310347701	0.211160308	161.1363744	161.1359435	161.1365407	59.54	58.84	60.5	15	9	6	18061.08902	40556.99431	18240.89075	22136.23436	19432.67475	29185.11165	76666.46914	0	35782.22683	89229.14435	33473.12555	20435.34745	45583.03398	11717.55331	22859.30854	10697.18819	5478.768921		
2281	M952T31_2	1.626347821	1.66718574	0.118678578	952.4851829	952.4830786	952.4875442	31.32	30.96	31.68	6	0	6	718.3770366	2078.054436	2557.086023	473.1327233	681.2722788	1306.956903	408.550663	713.2785633	0	1190.297027	1739.289755	1401.584276	2321.1783	1825.024848	103.189917	2359.486178	1779.270231		
2590	M562T993	1.625435883	-1.377253441	0.189548745	562.4161074	562.4141079	562.4166731	992.64	991.99	993.64	15	8	7	12538.61462	11950.25769	5603.670502	16113.5378	7668.227635	24304.335	0	3093.751368	31213.41724	19682.69523	4772.76574	11970.76904	4171.336448	17590.63447	8095.40349	8333.765117	1984.184156		
2009	M385T37	1.624671297	-1.958128224	0.069909813	385.1202065	385.118727	385.1210517	36.96	36.64	37.33	10	6	4	10710.59031	6363.158774	6604.731302	12227.96075	3412.627619	5587.374456	7864.833644	3417.975345	4067.266359	2294.479477	3745.346386	3311.380175	4358.718511	6670.223039	1301.252482	5172.263787	2391.312447		
3286	M688T1000	1.623443738	0.876751392	0.399595307	688.4233758	688.4232602	688.4251213	999.695	999.54	999.89	4	0	4	0	1203.661342	1410.331117	0	0	1547.591967	0	326.6742573	793.9371666	0	1680.05982	1175.579178	1297.527693	1849.576752	0	0	0		
3475	M182T275	1.623210435	-0.759756674	0.459464034	182.0750225	182.0748722	182.0759234	274.86	274.12	275.51	7	5	2	25041.45242	0	0	20563.58169	22642.36409	3646.217919	8324.34881	0	0	0	10470.64982	2799.357279	965.8922773	834.4521054	1663.657443	16423.98579	1435.533156		
2791	M305T238	1.623149389	1.256590776	0.243802808	305.0857531	305.0851944	305.0860884	237.6	236.95	238.2	15	8	7	4165.783449	1378.158096	7007.758103	5366.485112	3706.312601	6098.687985	15648.80722	6575.172455	6705.389923	12377.24792	10843.0631	26553.10786	4223.979838	9011.49418	17927.28585	3279.75193	6593.294901		
2442	M607T930	1.622787281	1.562236944	0.15269146	607.3014946	607.2991744	607.3025584	929.595	929.52	929.94	10	4	6	2176.620925	3824.879945	1556.928469	1591.674793	4025.487195	2550.753599	0	4791.444593	3132.95526	1726.398573	3816.450937	9279.940992	4240.560304	3630.122768	1964.218532	2811.723327	3084.176959		
2491	M571T930_2	1.621899011	1.479088059	0.164639081	571.2947115	571.2899596	571.2970822	929.52	929.28	929.94	5	0	5	355.8592864	2776.578772	448.9653155	881.1245569	2046.241141	1848.924781	0	1675.957371	887.8221872	398.7280571	1357.640504	3902.002943	1495.297797	2141.847084	803.0910378	1283.626248	1868.650882		
2795	M130T495	1.621571295	1.235641888	0.2454167	130.0650686	130.0648221	130.0653024	495.32	494.64	495.67	11	5	6	4729.726224	4938.003219	725.140271	1582.86542	9747.708533	3118.771544	2672.020041	2696.305904	7924.550377	13498.72315	10791.30393	20199.95722	2039.941082	7668.616599	5147.55764	8607.470395	4154.691355		
507	M646T953	1.621442052	4.99240131	0.000163323	646.3277067	646.3270831	646.3285884	953.37	953.33	953.71	8	3	5	3017.88822	4365.213233	3238.894371	2936.440083	3872.543474	4287.011993	722.671402	3632.913089	4143.618759	3575.008591	5206.206256	6298.330812	5765.037722	6064.781343	4316.006423	5079.645374	5624.461589		
678	M193T549	1.620221275	4.356702737	0.00056624	193.1302945	193.1298669	193.1307737	549.115	548.76	549.54	12	6	6	1607.994784	3373.707514	858.8956217	3564.675372	4022.969092	2776.709066	3768.442734	4471.19984	3454.276498	3180.133301	5638.395717	5373.107544	5270.415366	4173.363661	4783.911724	4064.230512	5944.979709		
1604	M424T1112_2	1.619935337	-2.424919057	0.028743972	424.2726883	424.2722859	424.2730683	1112.4	1112.04	1112.76	17	10	7	24675.1098	46711.66974	46083.48066	35612.23448	41803.72901	69770.85046	18066.79287	30363.19471	36563.60622	21146.38783	15251.81288	24229.43413	26298.76407	40415.22164	14987.59152	20698.52829	18345.993		
3148	M341T1012	1.619479804	-0.967076207	0.35297179	341.2460521	341.2454437	341.2466796	1012.08	1012.01	1012.14	13	8	5	10826.90192	57527.71608	43856.75882	39055.46431	24265.57474	63876.49467	0	42626.67718	20968.20721	2120.918782	14043.14476	76055.80559	17026.30994	10190.02283	1455.887553	2026.177017	11089.01426		
2326	M178T64	1.619265295	1.663865103	0.127073709	178.0858409	178.0854489	178.0863753	63.595	62.72	70.91	12	6	5	3506.459623	6709.051645	4610.346475	6439.368733	2970.757538	4936.976924	8714.976083	0	6778.096828	12401.21262	10683.72483	12526.43428	17291.28136	3879.962766	9653.961243	3906.601072	6742.942614		
2839	M604T936_2	1.618720233	1.228771305	0.254427201	604.3433075	604.3398288	604.3462617	935.58	935.22	936.23	5	0	5	916.3699098	3101.787602	1247.275981	1476.435607	2626.719798	2599.891342	0	3606.668766	1361.635299	1731.597036	2088.637172	8100.206449	2063.446635	3010.071702	2237.949256	1123.092339	2529.817066		
2656	M709T1173	1.617496676	1.340215999	0.206626377	709.1300298	709.1280991	709.1310233	1173.48	1172.82	1174.08	6	1	5	1096.880162	709.4566358	3082.234985	0	678.0978697	737.0499697	331.9827604	1936.891046	1608.846078	768.9449595	1581.603875	938.0860876	1822.592467	3558.628644	889.7903341	2943.357213	664.488715		
1170	M479T1157	1.616453846	3.08417189	0.008353599	478.7604654	478.75997	478.7613205	1157.13	1155.96	1157.94	10	5	5	5843.307464	5353.574948	3478.346715	5539.427602	4860.034721	6501.648801	765.2566313	8910.337635	4652.387223	4212.452232	8848.628863	10359.05482	9502.620894	9479.27629	5232.130361	7544.19045	5742.114752		
2001	M152T99	1.615539189	1.976890325	0.068898985	152.0317715	152.0316802	152.0319845	98.9	98.66	99.29	17	10	7	162720.8635	100756.0021	150162.9438	127515.2042	157730.5365	205203.339	111290.5494	377434.3819	534459.9503	193509.4753	552035.0793	499730.7256	299236.3888	333120.486	249588.2706	228163.6444	236471.3177		
2042	M279T867	1.615273587	2.107981074	0.07591516	279.1594741	279.1591768	279.1595551	866.575	864.55	866.88	16	9	7	18503.71159	21472.54804	22955.96369	23611.51271	26136.56058	30143.19286	32452.53537	28121.79472	31464.32758	32941.91956	22628.24381	27340.56937	31505.26957	82741.98419	40518.33961	46802.92019	51266.4581		
1306	M385T656	1.614627824	-2.843860092	0.012338496	385.1989227	385.1982054	385.1994366	656.04	655.38	656.36	17	10	7	23842.55628	18677.19269	30513.00157	35700.64064	21946.4311	29374.75906	34443.51604	16703.94266	9535.982679	26363.85394	11064.99937	15268.86864	8259.234582	18364.64365	16403.17463	24786.25972	12980.48748		
3774	M800T930	1.614606799	0.6091213	0.561562452	799.9848928	799.9830086	799.9870653	929.65	929.58	929.92	8	3	5	1444.078924	6221.713255	1571.149134	872.9706693	3104.014843	2082.88942	0	6174.959235	4975.646735	0	3995.797955	19422.66193	2060.264665	1676.94908	577.5706765	943.6845013	1214.602598		
1370	M865T31	1.613346917	2.795330672	0.014769362	864.8460798	864.844697	864.8474551	31.32	30.96	31.39	11	5	6	3165.618542	4238.725565	4294.222507	2586.658041	2690.484392	3504.363242	793.6376424	6343.011614	4713.825461	1938.188144	6714.98227	4546.691922	3834.252507	5951.149625	8131.709292	4556.540236	4965.824899		
889	M273T870	1.611879976	4.367594371	0.002426468	273.1811056	273.1799532	273.1820493	870.2	869.85	870.84	9	3	6	3678.912651	2182.20276	3155.055116	3599.041409	3586.316845	4057.481181	3656.415469	3330.008646	3097.721199	2712.711922	4119.140833	5377.717736	4967.278675	5098.273568	4309.003188	5926.133545	7499.91575		
1322	M229T1061	1.611700917	3.022002835	0.012848568	229.1523832	229.1505318	229.1530696	1060.92	1059.96	1061.28	5	0	5	2205.29904	1618.852084	1643.23887	1745.95168	2004.281364	1165.424814	1231.004167	451.42459	1694.249251	1923.274669	2943.404415	1720.439923	2731.654083	3163.452604	2916.979678	1276.313712	2941.170016		
2690	M160T60	1.610662932	-1.296839292	0.216223437	160.1332604	160.1331058	160.133375	59.555	59.2	60.76	16	9	7	192882.9455	450984.4233	216506.773	254232.2206	218989.9595	337193.6171	912660.3461	11689.00726	419386.3046	1034155.304	383115.7214	231834.0562	516080.5661	144272.062	270905.2172	139540.6876	73823.21411		
2257	M269T971	1.609638264	-1.685351028	0.112788785	269.2267589	269.2261053	269.2271313	970.85	970.47	971.16	15	9	6	5069.789355	19395.699	8359.762463	7791.429349	13078.82737	11649.18061	3873.748868	11574.49239	9180.834681	1129.279517	4577.444129	7206.782122	7143.510332	10128.89479	1108.081398	7379.489828	2074.717976		
1028	M224T550	1.609522949	3.422753088	0.004738384	224.1329343	224.1325348	224.1339332	549.84	549.11	550.44	9	8	1	11061.88415	10290.26413	5471.123923	7600.532452	3316.558081	7122.870478	5884.011061	8116.891636	8785.438092	4198.207793	11007.51166	10159.60599	9796.00582	10411.14541	10861.79044	11239.4645	17472.9337		
2292	M661T31	1.607160169	1.66890763	0.120471875	660.8838195	660.8828796	660.8843848	31.32	30.96	31.39	9	3	6	1844.511019	3036.510321	3172.354695	1680.445881	639.0017334	1920.58076	0	4815.020936	2861.704332	704.45553	5222.985105	4142.099515	2991.538321	4111.245024	185.6986623	3588.428361	3017.163917		
2942	M447T980	1.606229745	-1.10191572	0.288065837	447.2696615	447.2692469	447.2705667	979.74	979.41	980.05	11	7	4	3087.585306	24484.46529	4101.843534	20713.89238	7859.56589	12741.28618	0	5620.947272	12425.94946	2242.315198	14424.41332	11274.69977	4409.368527	3168.803934	1369.675425	2662.989475	3340.831659		
2104	M695T31	1.605827045	1.894579266	0.085190839	694.8773743	694.8755945	694.878465	31.32	30.96	31.68	9	3	6	2116.578129	2812.635037	3807.98206	2787.403575	2218.268709	2468.135386	438.0554833	4855.734646	3457.436592	358.9294452	5279.657834	4915.103353	3868.720411	5639.877226	253.9215837	4475.014246	4030.686769		
1800	M249T818	1.605289564	2.465992433	0.044815147	249.1826675	249.1823304	249.1828692	818.085	817.74	818.4	12	6	6	16249.76086	12153.53351	11371.45461	20314.53526	12774.57187	15262.53805	14009.94246	13708.21545	14592.52972	13349.20535	29526.76386	14191.9306	14408.62695	17278.64915	33358.24484	18066.64866	34742.17426		
2289	M249T45	1.60436249	1.69605405	0.119462293	249.0286774	249.0283291	249.0296282	45.24	44.83	46.19	9	3	6	1664.310716	2362.518412	1529.034412	1052.449835	3261.113093	3732.687132	746.8437707	2551.275429	890.0940708	627.2580287	2989.941817	2720.121863	2842.481821	3942.642602	0	3492.273924	4696.475637		
1843	M92T32	1.603631376	2.314069548	0.049696075	91.98000401	91.97995752	91.98017451	31.68	31.32	31.98	4	0	4	1965.709276	1658.243532	1873.300427	800.2296243	1174.353756	1782.323877	2112.814611	1628.727082	2118.654707	865.6547856	3259.387169	2120.832264	3118.752885	3144.455114	628.447353	3569.468504	2096.890388		
766	M530T1140_1	1.60357713	4.391838046	0.001155763	529.7292195	529.7281985	529.7301534	1139.51	1139.43	1140.78	13	6	7	5093.450023	5987.823816	6048.912334	6205.390375	5881.258469	4434.88422	2137.977135	5751.951522	5957.079232	5932.603802	8334.279067	10219.14734	10652.27	9452.453523	6960.011419	8118.739569	6239.981289		
1646	M140T38	1.60258155	-2.374993479	0.031597259	140.0683656	140.0681213	140.0685732	37.65	37.33	38	16	10	6	323586.5717	220523.4053	276487.9443	321805.0982	273023.533	183228.7862	125650.5407	136844.4903	144487.5971	88909.62533	124810.791	156511.6389	138547.3248	138609.1199	24173.75378	147627.8254	184607.9738		
801	M392T1162	1.601832187	4.129156757	0.001516231	392.2324209	392.2313866	392.2336949	1161.53	1160.94	1161.96	14	7	7	6265.13598	5767.006805	3254.249678	3860.886554	4801.040596	4833.727932	6765.903512	5047.287843	4096.559266	7733.910627	8917.498177	6704.891843	5693.230521	8805.535805	9855.858613	8501.967981	10305.04851		
1654	M514T1036	1.601520603	2.725945903	0.031959338	514.4163291	514.4154536	514.4173428	1036.5	1036.14	1036.86	14	8	6	3921.022738	4307.842921	4062.827831	3630.14611	4745.465984	3675.07058	3275.805884	3311.355555	3587.563857	3151.35108	5736.449454	9643.370422	8438.08441	5148.669916	4885.068643	4469.754569	3907.364555		
2267	M913T1140_1	1.601260562	1.691327035	0.115445557	912.5263748	912.5253154	912.5278408	1139.78	1139.11	1140.78	12	5	7	1135.660463	5973.790397	4274.71914	1618.973973	4066.815908	5295.659854	0	3551.504807	1685.650576	1236.955757	3818.291738	5920.408763	7384.461583	7032.107805	2480.344249	3370.045701	2320.286724		
2786	M306T1000	1.600528465	-1.2191778	0.241762986	306.2489659	306.2484174	306.2498556	999.895	999.52	1000.2	16	9	7	5674.950582	43189.04217	38074.4048	18487.56022	9135.662801	49944.84436	1324.041819	32757.84375	22437.48069	4171.710912	22872.85526	21934.7531	18285.06845	27184.83366	2616.948529	2334.191483	3262.743375		
2308	M579T993	1.599878361	-1.642178847	0.12440707	579.4343934	579.4307591	579.4355922	993.255	992.94	993.3	8	4	4	1494.492486	7034.703782	5555.286717	3971.823815	2374.432483	9622.84314	0	4798.090349	3519.29412	4660.656313	2428.916992	3841.007455	2818.473889	4495.802272	2131.599445	2263.178515	848.7879524		
2431	M225T654	1.598874315	1.645020858	0.150130069	225.1098074	225.1095408	225.1100216	654.4	654.06	655.26	17	10	7	12711.93491	13873.35183	13820.52185	12392.97884	16462.46972	14502.80333	11600.98605	12146.51953	14706.35054	12143.38737	18668.53292	50366.77603	15026.56907	15750.41881	15668.74392	14977.44415	19920.30158		
298	M159T805	1.598826873	6.217035305	1.72E-05	159.1377307	159.1374983	159.1383308	804.85	804.84	805.5	5	1	4	2115.707498	1811.989505	2373.94239	2751.263476	4076.409111	3450.504976	2555.436903	2769.44251	2271.677568	2677.816449	3626.359698	4796.186959	4239.456791	4307.653359	4464.304433	3951.576161	4669.103462		
3830	M289T30	1.598527112	0.573616026	0.583465305	288.9219646	288.9216273	288.9222825	30.04	29.69	30.86	16	9	7	11635.61914	5395.024998	7246.961995	40839.44294	7396.923574	7660.017444	7010.686772	6495.144977	6059.566469	5478.355902	5395.68991	5394.93241	6320.874862	8126.613214	79381.03869	7380.15841	5736.084233		
2189	M277T317	1.598341246	1.754509172	0.101562515	277.1049749	277.104552	277.1054666	317.4	316.74	318.42	11	5	6	555.6199802	336.4114389	0	7195.832913	3845.672926	3235.693494	4884.761351	3636.142061	3105.529416	4659.728665	1614.380553	5581.778555	5326.491538	6069.680251	8152.25296	5280.892261	3168.03946		
2651	M265T752	1.597240719	1.346756507	0.204140254	265.1235987	265.1224721	265.124678	751.89	751.37	752.76	8	2	6	352.5141514	8229.719394	1334.600634	431.4398602	1050.686623	1076.173466	411.5564264	355.0469015	5544.695335	1581.774806	3356.292791	2823.698081	2589.347085	2831.604034	3787.017481	2498.399757	4886.692152		
3297	M480T960	1.596695742	0.877294559	0.403378704	480.3451866	480.3447992	480.3455255	959.94	959.57	960.31	15	8	7	4126.734111	7811.77845	5845.91298	3936.995511	10860.20864	26575.01681	0	10917.12803	6224.462175	2168.870369	8955.321444	39706.64461	8810.30581	16177.97401	5150.547087	4502.620768	4398.253314		
3832	M144T28	1.596429555	0.572385084	0.584016063	143.9966851	143.996067	143.9969261	27.615	27.08	28.02	8	5	3	7849.287188	6619.573044	5183.420416	29380.86315	3716.360229	3690.593712	3987.237945	4640.885806	5713.265475	3232.698458	2478.670223	4439.071339	3858.512069	5576.53779	55550.77191	5299.319002	5508.020818		
2128	M223T38	1.596389604	-1.830698069	0.089221282	223.0923338	223.0919454	223.0927525	37.565	36.87	37.92	14	9	5	18848.98556	12900.04774	10360.87754	16553.92447	12552.94389	13780.7606	33705.61104	9542.502647	11649.27938	2957.566524	13602.2907	6763.735138	5612.010909	12844.42227	6407.31539	12328.13163	5081.407888		
2867	M566T978	1.596024136	1.162854807	0.263111854	566.2775871	566.2753156	566.2781072	978.12	977.82	978.44	6	1	5	757.7741541	421.888062	0	1259.480277	424.4679343	3458.921068	0	827.2135864	1340.835287	0	1536.056241	2323.226768	2102.353314	1244.317902	386.4154908	1489.377377	404.0727441		
802	M541T1104_1	1.594867753	3.899987998	0.001522275	540.7210731	540.7203625	540.7214927	1103.83	1103.21	1104.84	9	2	7	2206.412335	3939.398717	3484.657757	3048.558049	3875.521813	2824.505755	903.6742215	3038.318056	4382.257717	2249.135414	3750.304351	5728.293116	5070.393104	5773.908224	4736.590059	3623.371077	4756.266354		
321	M656T938	1.594711943	7.292446297	2.29E-05	656.3373935	656.3360379	656.3384262	937.86	937.65	938.21	9	2	7	1999.133625	2476.818048	2585.868111	3154.394509	2892.076437	2492.142356	2975.465962	2206.036654	2693.6137	2719.595853	5109.733467	3841.9098	4424.533665	4282.956089	3964.248832	3677.860997	3940.354849		
381	M187T599	1.594711825	5.773506795	4.25E-05	187.1264345	187.1260187	187.1267846	598.92	598.56	599.28	13	6	7	3706.859719	2795.622813	2728.444511	3454.195394	2717.0902	4559.685949	2187.332176	4040.777902	4207.793538	2999.440131	4486.393657	4422.891628	5230.125068	5914.423992	5709.807728	5584.456805	5933.18522		
1769	M437T1144	1.59188124	-2.226732085	0.04210379	436.7789077	436.7782456	436.7792245	1143.68	1143.08	1144.08	17	10	7	41250.94682	53613.96877	44995.02252	21847.19801	67008.19371	86140.19624	19055.05498	50412.28895	45079.28419	33162.6103	14578.48356	49479.03567	37297.53699	22792.40076	20889.55963	26739.97135	31627.21513		
2426	M818T977	1.589893587	1.585338922	0.149427548	818.3019916	818.2995957	818.3030639	977.46	977.1	977.76	8	1	7	2317.49768	2511.327893	1649.711328	3036.217249	2352.780114	3728.813865	0	2559.981432	2264.051504	1038.019109	3851.781038	7092.083301	4136.80144	3340.315218	1338.010579	2043.806559	2078.80284		
450	M301T837	1.588159289	6.836114855	9.71E-05	301.1773281	301.1761988	301.1780331	836.52	836.17	837.18	17	10	7	6007.824526	4784.079207	5976.820278	6370.500428	5941.496642	5224.824379	5511.949596	4768.052413	4565.318276	5764.408176	9427.00962	7490.262525	7387.445508	8207.014798	8445.464448	9828.098893	10264.64587		
1042	M451T861	1.588056876	3.279856304	0.005065213	451.2694481	451.2685341	451.270287	860.94	860.28	861.3	14	7	7	3128.253753	3733.454255	3332.705208	2630.556756	2857.355171	5950.411315	347.6327278	3288.450604	2703.133472	3186.651787	4181.73445	5455.432222	6257.613983	5248.692096	5420.651331	4673.023181	3399.998641		
2186	M425T1112	1.587967211	-1.752131866	0.100729182	424.7738817	424.77352	424.7743133	1112.255	1112.1	1112.76	8	7	1	5121.893181	13807.54728	11279.63552	7547.201232	10739.92383	21858.61798	3181.73208	8172.466577	9703.538275	5425.574188	5311.554501	5598.450727	6929.302777	12544.42561	3713.207925	4873.431864	3717.341196		
1036	M188T67	1.587953849	3.388239788	0.004919011	187.9864825	187.986049	187.9871063	66.59	66.31	66.96	6	0	6	2693.358466	1784.444573	2816.413857	3074.385937	2602.140475	1592.519187	3602.181351	1110.248867	2073.656048	1508.302844	4633.58906	3727.343454	4252.446587	2720.348192	2354.968791	3881.39024	3837.740768		
2483	M645T1022	1.587745651	1.507480473	0.163239016	644.5314746	644.5302043	644.5319844	1022.25	1020.66	1028.21	15	8	7	0	36140.26727	14480.82166	20176.20616	30979.96819	33494.63483	22932.70954	25746.88774	0	25215.55211	32473.13584	66044.42528	32551.29333	19951.57956	47912.8932	9590.506207	23949.01557		
2702	M350T979	1.587712734	1.27841921	0.220776195	350.2153196	350.2136766	350.2158017	978.78	978.48	979.1	8	3	5	0	4236.326136	1162.460919	366.337475	0	4283.510558	0	4364.468899	2087.629149	0	2131.183596	4514.286999	2721.044461	3944.457509	1692.931451	1502.612716	1832.380148		
441	M431T899	1.587229077	5.432610518	8.85E-05	431.3928613	431.3920465	431.3939769	898.89	897.9	900.24	8	1	7	3030.642697	2193.101138	2554.397348	3001.624512	2255.153305	1613.870876	3173.463089	2082.806659	2470.441018	962.8159067	3430.44988	3342.500662	3733.439259	4252.802228	3365.638841	3992.65015	3812.79723		
3733	M233T133	1.586353114	-0.615529437	0.547482264	233.0600408	233.0596516	233.0603356	132.99	132.68	133.21	8	4	4	0	6623.357196	75537.00806	2842.798349	1525.591936	55972.0705	0	94570.42073	13468.59852	1873.237629	21688.9553	6032.352257	3153.191713	73795.31193	2843.400903	107.3756455	3760.136067		
3071	M827T1098	1.584680103	-1.013875172	0.327290451	826.5484057	826.546269	826.5488505	1098.24	1097.88	1098.56	10	5	5	0	5811.102167	2114.124565	0	5394.900385	3450.818137	0	3930.155884	3490.568541	0	130.0698041	4063.024616	1892.656394	1354.283705	366.8552052	1635.131228	1244.153969		
3301	M830T1152_1	1.584122737	-0.861123357	0.403944627	829.5767385	829.5749489	829.5777211	1151.69	1151.04	1152.36	13	7	6	0	5791.721276	6391.533786	6074.804963	3944.513324	22646.4057	0	7356.235082	4230.13651	0	1325.997746	8071.844156	3187.152074	8213.53303	1594.401103	888.1799885	1656.82413		
3912	M100T224	1.583960175	-0.51602317	0.613506869	100.0758518	100.0757313	100.0759439	223.69	223.38	223.75	10	6	4	1299379.935	8143.776051	14656.00761	4701.318514	134498.0802	11064.36738	141324.116	797792.4396	226203.1535	11357.25775	939047.6678	15146.62204	128270.2072	27603.6932	14205.084	8582.944196	37870.38502		
3359	M229T58	1.582528269	0.83609017	0.421252693	229.1184864	229.1181739	229.1186205	58.08	57.45	58.54	17	10	7	42840.43882	294637.8793	226991.0952	112489.212	129293.1212	180072.5955	208165.4782	484206.5958	760370.1335	1674100.377	404569.4028	1812644.739	296854.4188	342042.6022	1262913.603	48397.5706	389019.7204		
480	M568T1004	1.582095739	5.345521517	0.000129414	568.4784975	568.4779651	568.4793271	1003.81	1003.5	1004.16	7	0	7	1629.524147	1869.243368	1692.884414	1613.661798	1984.638148	1834.468564	1253.261329	1767.005349	1452.888803	787.2827855	2564.345067	3064.711897	2137.991397	2743.553685	2445.397715	2596.678827	2039.278495		
1174	M270T90	1.581661967	3.146150071	0.008469929	270.0412234	270.0409564	270.0416699	89.72	89.09	90.33	10	3	7	2739.08703	1318.746801	2747.255501	2325.155564	2935.846284	1255.622809	3691.635532	2433.828766	4189.533589	3369.529373	2433.487839	3946.756988	4142.119309	5268.696392	3632.774762	5285.930398	5190.555579		
1389	M226T861	1.580267705	2.721335071	0.016005796	226.1376806	226.1370124	226.1387568	860.925	860.27	860.94	12	5	7	2797.58584	4187.910087	4685.937601	1584.998317	2663.680137	6174.947917	405.1208824	3290.240977	3232.97182	4355.781705	4187.152672	5912.811215	6689.359084	6925.141619	4768.290809	5012.389356	3428.47816		
605	M992T935	1.579403763	4.632950045	0.000335214	991.6173913	991.6139409	991.6186663	935.22	934.86	935.57	15	8	7	4080.024804	4415.543771	6129.837584	2765.320891	2927.716765	3544.483358	2794.904465	5508.44429	4878.196219	2479.557546	7757.624626	6434.725618	5937.13958	6468.239766	5358.241789	5952.242272	5788.867219		
1638	M677T983	1.576774912	2.410477586	0.031011318	677.4818534	677.4808991	677.4899356	983.37	980.1	983.7	6	2	4	2321.784413	6231.784317	2681.417289	4087.54645	2187.398081	2925.970551	1680.004076	2403.072362	2773.554443	1224.34789	7277.28663	4843.33824	3694.087867	4081.373653	4347.427323	4302.127928	2929.648889		
3109	M99T34	1.576186845	1.033574288	0.340616932	98.91890516	98.9186178	98.91934567	33.66	33.31	33.98	16	9	7	12241.97189	10997.25749	8904.461593	9113.064328	12929.36248	11487.94649	14486.88564	10600.3669	12745.81764	12965.12419	12004.68449	12361.18979	8854.720185	13301.78058	57034.91813	12628.33947	12321.79668		
351	M618T936_1	1.575900047	6.492383231	3.54E-05	617.8721323	617.8712791	617.87408	935.88	935.52	936.18	16	9	7	5367.965625	4994.928864	6526.792328	4135.231055	4533.082174	5523.788749	5535.503064	5138.107484	3598.011914	5379.29306	7378.524755	7641.484421	7308.29504	7132.130278	8065.311821	8530.698697	9908.324776		
1522	M412T1122_2	1.574495502	-2.525113122	0.023374952	412.2725016	412.2721697	412.2728333	1122	1121.34	1123.26	17	10	7	131214.6597	125835.123	115428.0187	155632.1161	111522.2231	105849.4559	49888.49389	43461.47039	125317.9463	65533.21512	30073.94616	105762.0535	63471.30124	81467.2531	68725.66443	57218.31354	51064.86877		
140	M302T804	1.574395848	8.019281103	1.11E-06	302.3057669	302.3054285	302.3060342	804.24	802.56	804.85	11	4	7	3615.868053	3202.802429	3668.792241	2667.25114	2684.703177	2871.726709	3343.373009	1982.750227	2979.016103	2236.632895	4482.549562	4476.126105	4257.482323	5082.540073	4316.669621	4803.730652	4819.870294		
2484	M452T1000	1.573781819	1.527010394	0.163292145	452.1716986	452.1706679	452.1732862	1000.19	999.17	1000.21	7	2	5	813.187797	2629.907819	1383.916094	2525.978617	1530.686644	2532.6589	382.4821873	1841.361493	2412.312681	859.3205231	3490.68449	3474.388011	3568.691835	4800.565549	1230.382107	1076.814182	989.3262348		
257	M280T861	1.573595619	6.46165149	1.07E-05	280.1627879	280.1623012	280.1635179	860.64	860.28	860.94	9	4	5	4604.949833	2825.046198	4299.907573	2429.319014	4381.055013	2807.885083	3612.957402	3993.541846	2956.896101	3549.717403	6663.359456	5352.883809	5612.755399	5231.310766	5659.967809	4982.654445	5558.263716		
3168	M520T954	1.573143962	-0.948350338	0.358895718	520.308464	520.3067	520.3115313	953.85	953.64	954.36	8	5	3	0	5600.620741	0	0	3209.877698	4952.506139	0	3363.079592	4616.352866	787.6193437	1400.923792	4048.201735	1453.311209	829.7297719	430.3015639	1063.432104	799.2722478		
2245	M321T358	1.573072833	1.707844246	0.110620119	321.1314531	321.131114	321.1328701	357.725	356.76	358.08	10	3	7	345.8868131	0	0	5043.103345	2456.971044	2191.588563	2585.187595	853.586228	1325.521736	1734.085693	1282.069124	3132.235344	2998.928405	2049.731469	3297.474578	2839.781414	2608.336355		
2889	M882T1140_1	1.572816003	1.1687927	0.269869082	881.542814	881.5411383	881.5434234	1139.82	1139.47	1140.48	8	3	5	330.8227658	3898.987045	3299.128652	1777.169938	1248.331337	4454.866018	0	3165.514733	1891.91095	428.1308329	2499.244406	5847.624814	5686.310627	5264.675464	1212.805042	1536.564633	517.0281613		
339	M699T934	1.572061636	7.295032787	3.02E-05	699.4084379	699.4070904	699.4100391	933.9	933.24	934.41	16	9	7	5048.868274	3931.321309	4032.97291	4345.938464	5764.898725	4428.81926	5192.805355	4915.411412	4802.20151	5224.125526	6252.571093	6760.178443	7045.998313	7879.518553	8581.029712	7540.660317	8417.275004		
