	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	Control	HPA	QT_121004_21	QT_121004_23	QT_121004_25	QT_121004_27	QT_121004_31	QT_121004_33	QT_121004_35	QT_121004_37	QT_121004_41	QT_121004_43	QT_121004_26	QT_121004_34	QT_121004_42	QT_121004_48	QT_121004_56	QT_121004_64	QT_121004_66		
1816	M344T914	7.779314104	2.418146731	0.046859096	344.228059	344.2279529	344.2283017	913.98	913.74	914.13	9	2	7	0	0	0	0	0	0	0	17180.37286	4138.07241	2153.842029	18086.8816	51900.34347	18900.31089	23779.59632	2406.880947	6411.435212	6333.358507		
23	M691T998	7.760136948	11.57118419	9.01E-09	691.4961635	691.4951404	691.49842	997.92	997.56	998.22	7	0	7	0	0	0	375.0421539	430.2345123	0	423.0836474	1165.61728	369.5730492	0	1915.127187	2408.24613	1868.527567	2419.620264	2531.875371	1986.069611	1882.405883		
1441	M172T713	7.758950412	-2.820568269	0.01922963	172.1694427	172.1693644	172.1697756	713.46	712.8	713.76	7	6	1	12041.52658	3024.897319	1944.106236	10148.47411	6393.049843	4016.066726	9098.479025	0	0	0	362.4990122	1021.353041	594.9087045	0	1559.809611	0	671.6150493		
9	M665T1109	7.757706758	14.3695867	5.29E-10	664.6960832	664.6952056	664.6971499	1109.435	1109.1	1110.12	6	0	6	763.2184554	369.1046	355.5958013	0	381.0178887	0	2008.706336	0	1074.464079	1510.486246	5740.202453	4170.572428	5220.11137	4422.13976	4867.189232	5242.150638	5432.067299		
2439	M584T848	7.752225277	1.626630204	0.151498964	584.3329718	584.3308995	584.3338417	847.74	844.8	849.36	5	0	5	0	0	0	0	0	0	0	21151.48024	5486.189643	363.978534	11456.56043	85236.75055	14636.7043	4729.75207	1894.768937	6874.680013	21696.78665		
1885	M908T1157_2	7.664206951	2.381158589	0.053090596	908.0573941	908.0536961	908.0582741	1156.795	1156.58	1157.58	4	0	4	329.2121682	328.4111418	339.0574969	799.8492696	346.9547361	0	0	0	0	0	1749.845843	4551.257772	2461.686593	1885.3187	153.9907741	514.2354686	183.3426897		
1178	M358T1008	7.632662341	-3.258826266	0.008547481	358.3083598	358.3079538	358.3091294	1007.82	1007.63	1008.12	9	7	2	16456.87012	19267.52578	13186.06165	8015.977712	8678.626917	12666.12639	0	2748.563391	2997.637486	0	199.1782956	391.8172597	4010.364614	752.3549036	341.0209086	1790.992933	219.5998407		
455	M722T930	7.581552265	6.716587371	0.000101025	722.3569256	722.3560322	722.3583806	929.61	929.58	929.94	6	0	6	1155.088065	0	754.2880856	346.580808	358.5659149	0	0	0	0	347.7775163	2938.983144	1199.05091	1764.684094	3066.198827	2062.617775	2765.461452	1924.188458		
33	M832T935	7.567595157	13.67081819	2.08E-08	832.4901482	832.4892918	832.4911084	934.56	934.26	935.35	7	0	7	351.7311624	0	1099.504785	0	428.1875933	878.9762316	0	338.7666669	850.2373336	762.3134689	2956.854226	3095.044319	3457.373121	3971.440067	3530.816242	4393.295992	3544.039407		
592	M690T1027	7.566533716	5.892408171	0.000308164	689.5185931	689.5166567	689.5206467	1026.96	1026.62	1026.96	5	0	5	0	0	697.9588769	0	335.633662	0	0	746.0622814	0	344.7187914	2660.354967	1818.342594	1661.337718	1543.334955	946.3542511	997.5278183	1624.648888		
964	M155T51	7.55784667	4.238829355	0.003701735	155.1306917	155.1300774	155.1310659	50.53	49.46	51.83	5	0	5	363.4495656	387.4503345	0	854.7259616	0	1884.362345	813.6322357	0	0	0	2506.616646	5399.895448	4872.805751	3685.13137	260.5422808	3075.191088	2968.089816		
1009	M667T1000	7.543394142	4.072234515	0.004473313	667.1637261	667.1633993	667.1648052	1000.2	999.9	1000.25	5	0	5	342.4203258	0	0	0	717.0595413	383.1057489	0	0	1104.613856	0	2188.529747	2860.66032	3040.536916	2769.116621	575.8977401	1033.911332	981.5180292		
1280	M798T1025	7.533515005	3.352959695	0.011496638	797.5504002	797.5497141	797.5514629	1024.98	1024.9	1025.33	10	3	7	0	0	0	0	0	0	0	13610.67283	5001.305908	4663.544674	26820.47978	33455.84589	21466.01968	22792.94697	5869.900761	7528.720607	4808.639724		
101	M249T66	7.531898618	8.612350184	3.67E-07	249.0536425	249.052982	249.0537697	66.48	66.3	66.81	4	0	4	0	0	352.1398159	362.3660286	274.8946239	0	1306.121166	0	0	0	1833.033244	1841.132016	1712.017902	1523.574598	2114.477245	1163.783556	1914.726795		
64	M338T721	7.515556974	11.39249829	1.09E-07	338.1669684	338.1665529	338.1675491	721.39	721.11	722.04	7	0	7	0	1064.87598	354.7202765	685.3110602	418.0307389	0	0	460.4418737	373.5646504	0	2952.309533	2742.301173	2882.75766	2637.848171	1761.099699	2328.585532	2355.614003		
828	M283T329	7.513746203	4.408490855	0.001669376	283.1262905	283.1259679	283.1266641	329.175	328.69	329.43	8	2	6	0	0	0	0	0	0	0	4168.853785	4012.199912	0	9306.71841	7037.372479	4971.954849	6343.234642	552.8005887	6360.796557	8456.375282		
1303	M797T1025	7.511314588	3.310684521	0.012292711	796.5469359	796.5464958	796.5480525	1024.98	1024.9	1025.33	10	3	7	0	0	0	0	0	0	0	29515.44876	11229.3847	10071.74959	57391.33546	75503.84528	44816.97107	49448.04909	11963.23885	16900.08675	11166.01258		
1879	M350T947	7.492757327	2.347243685	0.052573293	350.2176648	350.2163774	350.2182884	947.1	946.74	947.1	6	0	6	0	0	0	0	0	0	0	2334.644473	1874.828411	0	1594.161096	9868.734313	2366.818038	2021.847367	2625.018324	2134.898926	1466.913094		
1384	M154T28_1	7.485507108	3.289675885	0.01542589	153.9486755	153.9484934	153.9491971	27.565	27.36	28.02	4	0	4	1079.028465	775.680518	679.026637	741.3229585	0	0	0	0	351.1136217	383.8002934	4154.926456	6451.972804	3535.724847	3635.591782	471.7376104	1404.926756	1356.794068		
159	M233T777	7.484185258	10.47665075	1.81E-06	233.1149416	233.114731	233.1154182	776.82	776.82	777.18	4	0	4	1863.845524	1119.072048	737.3594526	703.2221366	1117.119185	0	0	338.7471747	729.3436439	0	5849.476992	5486.324776	5661.616686	4275.385148	5193.928783	3115.650844	5040.179365		
613	M120T220_4	7.483124676	6.965673509	0.000362498	120.1706041	120.1703202	120.1707916	220.08	219.41	220.74	16	9	7	16658.30328	12829.83195	6684.319426	5505.662455	14536.04899	20979.88056	9110.794105	6183.406174	12328.2569	12434.33559	59198.59281	68074.57063	79873.88248	141825.626	101331.3717	66808.66013	97069.15111		
1662	M547T1045	7.478299963	2.599444335	0.032423345	547.331867	547.331095	547.3334015	1045.07	1044.77	1045.14	6	1	5	0	0	0	0	0	0	0	6022.045646	704.3517889	0	10121.26206	11483.60266	3468.061634	4938.40087	1840.468743	2093.888948	1265.727462		
365	M716T1157	7.470540369	7.690419867	3.94E-05	715.7137799	715.7123107	715.716036	1157.28	1156.31	1157.64	5	0	5	355.658471	356.0640961	0	804.9438503	1802.421521	0	0	1460.065301	388.9598669	402.0150911	4104.693086	5427.810935	5972.616715	3246.864722	2965.204063	3817.185124	3593.932647		
573	M797T1000	7.463951804	5.876367894	0.000264171	797.1209545	797.1196122	797.1221207	999.9	999.59	1000.2	7	0	7	1091.692515	357.5251203	0	710.8815345	0	0	0	0	0	407.7029326	2199.781671	2212.374634	2632.959231	2681.968864	1181.749296	1105.860677	1401.471419		
1783	M359T914	7.402210894	2.470128386	0.043340401	359.1907578	359.190177	359.1913723	913.91	913.44	914.13	10	3	7	0	0	0	0	0	0	0	23341.37824	6365.529562	4585.168605	23030.81317	69735.63888	25961.15006	36817.70497	4360.017257	8824.497592	8956.205178		
1493	M331T666	7.393414264	-2.762503589	0.021865243	331.2056235	331.2053512	331.2059087	666.24	665.94	666.9	7	7	0	110109.3521	32246.68537	46985.92284	16758.16921	38194.28493	21030.96764	28735.70874	674.2294544	11631.72666	8148.497986	4770.426303	4849.455972	7458.642312	2893.967457	3633.985283	3312.101709	2859.392758		
416	M718T944	7.39256268	6.966429838	6.33E-05	718.271996	718.2703936	718.2725291	943.8	943.14	944.1	5	0	5	1138.074347	0	0	727.0312937	0	0	0	396.7208915	339.930731	353.4759153	2827.018553	1486.596907	2931.97314	2138.035642	1432.485514	2700.525193	1776.087608		
803	M210T347	7.377264102	-3.956416052	0.001529592	210.0436049	210.0433293	210.0439293	346.8	346.14	347.08	11	10	1	33589.59908	32436.15813	27485.30689	15947.21598	39680.63831	87284.54311	23193.73946	16552.27369	43427.3194	23597.74487	137.0683153	237.8797229	431.9426308	1487.314325	26472.74076	1067.284509	2730.169482		
1907	M279T893	7.376933988	2.287055327	0.055667612	279.2320138	279.231641	279.2321408	892.92	892.62	892.98	9	2	7	0	0	0	349.8932614	0	0	384.4521949	33457.24971	5270.439006	1999.259754	76180.07219	67589.74514	23936.23072	23651.88835	3778.686028	7719.55615	11243.88123		
415	M477T1130	7.326101784	6.430856819	6.19E-05	477.3912556	477.3896547	477.3920619	1129.56	1128.54	1129.56	5	0	5	389.9202602	1187.84512	0	0	391.0961271	0	0	0	358.7998	0	1237.565969	2511.881271	1860.9379	1820.929083	982.0842564	1480.977874	2042.502205		
1196	M164T484	7.323986519	3.572066135	0.008967786	164.1045639	164.1041579	164.1048715	483.6	483.12	484.44	4	0	4	0	0	0	849.7516403	0	0	0	1243.983382	331.9891543	350.2653063	2458.434075	3011.782547	2456.659219	430.1162631	2577.76247	90.34869232	3206.81342		
2095	M119T59_2	7.297828183	-1.944435723	0.083694832	119.1349907	119.1338151	119.1355003	58.985	57.71	59.4	14	7	7	16389.03464	403771.2185	289979.8842	12634.95428	20810.79669	20590.38263	279617.2911	15521.28247	18449.38729	8705.5252	17420.86964	12583.44152	12853.44167	16639.80771	14539.62831	16782.54625	13393.30072		
521	M808T930	7.286457802	6.832587	0.00017855	808.2528218	808.2517639	808.2543436	929.94	929.92	929.94	6	0	6	708.4530201	0	0	726.3280344	733.0458744	0	0	373.1227592	361.7262086	366.7323621	3264.266504	1817.236975	3470.09729	2286.157299	1378.853055	2095.446655	2363.625945		
1171	M311T1000	7.266409898	-3.338633793	0.008403361	311.3140229	311.3135684	311.3147222	999.835	999.54	999.9	8	7	1	8295.457723	19242.64703	11895.33175	9786.576075	6269.651884	10137.41875	0	4547.126978	2709.083006	0	1326.582524	1015.61255	1837.918068	1364.93467	392.9554901	569.7313028	513.3811799		
1396	M359T827_1	7.246338126	3.283043559	0.016426656	359.2221954	359.2201739	359.2261624	826.95	826.32	827.62	5	1	4	4285.303599	4996.820495	4299.674387	4311.339739	3761.128959	5052.995933	3672.797623	12851.77992	5467.571893	5163.287757	56019.11562	85869.26399	36923.60681	49024.64371	9066.826694	14669.17802	21642.5023		
909	M423T1025	7.235965719	-4.04392895	0.002731905	423.2979361	423.2974954	423.2989769	1024.97	1024.32	1024.98	11	9	2	27790.50817	27656.74651	22122.75805	18508.16682	17254.44624	22352.78501	1992.327766	4953.296052	6299.341266	3181.081454	1371.412458	1164.231709	3807.728767	1445.602902	2473.885384	3209.018485	1243.228723		
302	M612T1104_2	7.233618137	8.120315002	1.77E-05	612.2188911	612.217071	612.2195335	1103.83	1103.16	1104.48	7	0	7	411.9931686	0	0	407.9820391	382.2125008	0	422.3924691	1232.126646	736.4578655	0	2976.578517	2097.601162	2719.261618	3380.945584	1413.128068	2899.409296	2707.182641		
296	M335T863	7.179284666	7.360694149	1.70E-05	335.1256878	335.1251239	335.1267665	862.62	862.26	862.91	4	0	4	0	368.298117	0	1280.975848	346.6774554	409.5357202	0	402.9213456	0	0	1992.804701	1474.998889	1774.127131	1780.751284	1675.276211	2405.348751	3010.347821		
1040	M228T347	7.16565392	-3.359033447	0.005002399	228.054265	228.0538803	228.0545103	346.51	346.14	347.16	5	5	0	3977.121666	3897.34693	2801.851727	692.0378382	5826.226216	8533.761771	1674.477086	795.8182629	5373.860951	1670.25891	0	92.62493587	189.8412153	0	3043.366834	0	116.9697543		
1570	M303T965	7.16195855	2.76288738	0.026438661	302.6347647	302.6329694	302.6350835	964.62	964.55	964.92	5	0	5	0	0	381.5377481	0	0	1953.636013	0	347.0780382	0	0	1720.245	4855.871892	2295.097813	2337.258062	305.514241	1142.37943	790.7569074		
712	M234T46	7.127650903	-4.757412743	0.000789335	234.0012363	234.0006566	234.001811	46.46	46.27	47.1	7	6	1	5969.566018	6529.779811	4451.040725	7859.584066	6845.483886	2785.223276	6421.307054	986.4050562	1851.537059	1615.222049	569.4081427	899.2728105	1530.327161	650.26844	0	392.1225056	408.9597935		
779	M884T953	7.118681119	4.722870379	0.001270239	884.2740585	884.2709562	884.2768354	953.19	953.04	953.71	6	0	6	0	1359.639188	0	0	414.23212	412.2229868	0	0	0	354.4237906	1251.648277	3425.874999	2053.001926	1966.596889	1345.574435	1158.106765	1458.793396		
819	M865T1025	7.118462212	4.495946335	0.001609713	864.5346639	864.533849	864.5352754	1024.98	1024.93	1025.33	8	1	7	0	0	0	0	0	0	0	7063.034432	2759.920577	2820.654908	11775.10407	13731.2099	12228.19793	10944.99341	4364.581259	6233.124313	3724.930712		
1164	M407T1025_1	7.100560422	3.53584134	0.008277192	406.7606373	406.7602806	406.7608286	1024.98	1024.9	1025.33	10	3	7	0	0	0	0	0	0	0	103115.9388	39643.2613	38159.16377	186539.8174	234013.4593	157882.8745	171595.0281	42886.35453	62408.43626	43909.27162		
1343	M104T835	7.077596799	3.153750163	0.013790716	104.1074055	104.1073583	104.1075186	835.245	835.2	835.56	10	3	7	844.4649995	3528.670148	740.1694	785.9030902	2704.705525	1063.045573	1489.643214	292915.1696	49720.25317	54045.2566	469860.6805	614052.9697	214023.2661	259613.166	63551.3571	119071.4945	280382.5522		
252	M553T1098_2	7.066455644	7.340895238	1.02E-05	553.2217123	553.2210143	553.2231416	1098.24	1097.22	1098.56	4	0	4	0	923.0780049	344.5945006	0	1084.998875	0	0	358.471056	0	0	1187.970347	2082.503876	2575.63548	2011.053012	1408.818381	2273.435561	1871.300782		
1281	M821T31_2	7.063715924	3.333372606	0.01150036	820.8998709	820.8992049	820.9011055	31.17	30.96	31.32	4	0	4	0	0	0	341.4778052	739.0658381	1284.058722	0	0	0	0	895.5603603	2661.864484	2207.221761	1602.953991	0	3111.69481	1212.720161		
845	M263T329	7.058604017	4.481938378	0.001853294	263.149988	263.1493389	263.150929	329.205	328.99	329.35	8	2	6	0	0	0	0	0	0	342.2541347	2889.784192	3827.80481	1091.793043	9182.084396	6863.909357	5164.392898	7605.201817	843.1898988	4448.091773	6170.550178		
581	M120T220_3	7.047270334	7.282934539	0.000272821	120.157881	120.1574589	120.1584853	220.38	219.41	220.74	17	10	7	25878.94224	20489.58574	12488.41224	9486.572106	22403.79504	32094.80851	14508.9284	10801.2131	19758.68913	12420.99653	86307.43303	97236.86894	114258.7821	198414.7471	146844.1763	101316.7477	145214.8117		
1131	M391T1022	7.037002467	-3.424718276	0.007524907	391.3380045	391.3376727	391.3380683	1021.635	1021.32	1021.68	6	6	0	7517.860699	13504.8683	10283.16932	6405.381266	7135.275444	9112.547701	0	2403.482703	1779.399904	0	864.4826065	967.8312078	868.2416315	1011.461496	897.0846821	520.3482345	654.176043		
699	M251T346	7.029482076	-4.349627604	0.000686876	251.0705993	251.0703455	251.0709575	346.5	346.5	347.52	11	10	1	11042.84459	11538.21724	15425.3007	4661.187451	12824.61328	19901.05464	7277.820505	4357.427314	21672.31721	5701.492218	494.3220165	0	399.1164576	537.5255609	8446.080274	469.9778385	1045.224356		
2302	M287T47	7.019564397	-1.683332774	0.123026872	287.1969234	287.1966532	287.1970519	47.34	46.87	47.54	7	5	2	70585.40201	6753.80809	290668.7733	35168.98111	52237.72009	1819.769612	129463.9241	0	0	0	221.5565098	0	0	0	0	50640.91877	7643.842429		
1950	M846T1028	6.997166001	2.216205232	0.060610005	845.5504848	845.5493311	845.5517903	1028.28	1027.92	1028.64	7	1	6	0	0	0	0	0	0	0	3818.65182	677.4867438	0	2437.096996	8974.390204	5538.000983	1363.350406	449.2054347	2284.281642	975.8338577		
171	M168T67	6.991534198	10.09941357	2.31E-06	167.9739979	167.9732557	167.9743138	66.84	66.61	67.42	5	0	5	1109.180515	1085.511873	566.8227074	632.1175025	566.5471535	0	0	342.9678664	343.3518533	0	2833.467396	2175.497309	3166.7383	4250.548396	3326.104266	3399.310791	3588.645505		
1867	M303T914	6.983900462	2.351263008	0.051507407	303.2320738	303.231748	303.2325115	913.91	913.74	914.13	10	3	7	0	694.5474718	0	0	0	362.9543826	0	31928.80055	9120.887322	5297.346476	31785.80938	93822.19529	34453.77452	46074.64675	4858.506226	10903.75495	9849.306444		
744	M165T66	6.972577416	5.569065272	0.001011617	165.0334172	165.0326553	165.0340489	66.46	65.95	67.64	5	0	5	0	0	720.6602967	355.0313441	603.3255052	1076.351638	1270.766982	821.3269207	352.9583263	378.3901883	2264.872317	6259.201916	5331.202767	2143.486525	3233.055495	4470.4575	3526.808578		
2404	M486T969	6.959267648	1.667239934	0.144939327	486.2960796	486.2957329	486.2964775	968.58	968.51	968.88	7	1	6	0	2486.435359	0	0	0	448.925603	0	5083.319073	2082.489319	1625.788857	5262.807055	32891.84328	5806.600806	5004.181787	3590.090474	1739.212918	2832.992304		
1828	M343T914	6.954481063	2.397547838	0.047855216	343.2247642	343.2242762	343.2247986	914.015	913.74	914.13	10	3	7	0	0	0	0	0	1702.497554	0	81885.53718	24838.48898	13288.33208	80525.53093	237539.8195	88105.93206	114736.0755	13265.9097	31331.92706	27019.36708		
397	M655T1098	6.934115138	7.594863479	5.00E-05	654.7011743	654.6988381	654.7018938	1098.39	1097.55	1098.9	6	0	6	0	923.3062901	383.6473509	0	347.1484005	742.763291	0	448.9948436	493.7278894	0	2152.365688	3334.568507	1842.183422	2987.66487	1557.42544	2039.780626	2295.973157		
940	M393T1117_2	6.92552515	4.043225883	0.003237686	393.2644479	393.2635543	393.26616	1116.67	1116.36	1117.02	5	0	5	0	0	881.0777112	0	2409.889878	750.0308441	0	0	0	0	2002.855368	2689.316352	4045.178239	5232.048426	1660.500287	2817.439165	1142.887561		
10	M745T1104_1	6.891267555	14.77695053	5.77E-10	744.6830262	744.6820544	744.6840278	1104.14	1103.21	1104.48	7	0	7	1059.455568	0	0	784.0951234	0	434.4796033	733.593509	377.1958522	339.1593347	438.1804	2850.781401	3173.96127	3003.56195	2343.972417	3237.226745	2909.683094	2577.896452		
1471	M380T1167_2	6.882325867	3.048190232	0.020636388	380.2744844	380.2735317	380.2753264	1166.52	1165.86	1166.88	6	0	6	1486.05622	0	380.8637786	388.1220877	1090.900786	773.0120511	0	0	385.7720407	0	926.9264067	5333.691075	4999.099907	6085.495242	1622.369177	1679.273495	1055.243935		
1188	M826T1130	6.874692766	3.682531714	0.008698337	825.5429075	825.5412759	825.5444026	1130.22	1129.85	1130.88	5	0	5	430.1181294	362.1899248	0	377.8124999	1160.478958	1189.46657	0	715.737299	0	0	1661.613154	6051.457908	3962.950117	3612.691213	1134.581921	2406.119061	1554.479431		
1353	M857T1086	6.854982301	3.285493825	0.014132241	856.5187528	856.5161645	856.519122	1085.55	1085.03	1085.7	6	0	6	0	768.0611768	387.1490488	0	330.2767597	1207.17835	0	0	328.2460006	0	1044.983226	3817.488477	2845.226676	3704.263341	358.6139081	1650.677634	1074.552355		
430	M247T744	6.849325964	8.529780177	7.43E-05	247.1305088	247.1303481	247.1310987	744.12	743.82	744.48	5	0	5	760.7322899	836.116233	345.3771956	831.8582627	699.4484807	338.0263477	1209.37456	966.1678919	1000.141366	0	4049.771801	5188.053382	5717.877363	3004.029356	5628.500317	3621.177089	6291.122336		
1632	M420T1030	6.83554166	2.707376604	0.030644292	419.7678418	419.7668837	419.7681125	1029.9	1029.24	1036.5	11	3	7	0	0	0	0	0	0	0	45974.0522	23899.09951	16662.21044	60111.01892	160725.6217	47358.83482	64022.38007	30242.44187	30124.54515	21476.40856		
709	M238T493	6.818237326	4.860320263	0.000780703	238.1086316	238.1083813	238.1103156	493.175	492.31	493.68	8	1	7	1441.675382	691.8905542	0	0	0	345.834884	343.5087493	0	3726.078622	0	2122.475798	4548.093415	4295.475645	3508.07645	6577.891947	3063.224851	7141.550907		
394	M513T1104	6.789570427	8.015643353	4.86E-05	512.744323	512.7427382	512.7461568	1104.33	1103.52	1105.14	6	0	6	330.6865351	0	373.240482	388.9450735	728.8901769	0	0	377.4331199	741.9567869	338.8396395	1461.384183	2906.214922	2266.992803	2791.329714	1504.026303	2068.127736	2590.739132		
356	M331T525	6.789557353	8.155759007	3.78E-05	331.1522684	331.1502844	331.1526796	524.85	524.65	525.37	6	0	6	0	410.7649415	0	353.9206805	345.3889198	344.5274352	419.6930392	798.9464131	0	795.5381479	2456.116789	1980.425401	3102.627834	1380.941245	2110.672034	3034.863319	2420.387897		
1455	M420T1032	6.789287278	2.963029426	0.019895023	420.2704404	420.270069	420.2712879	1032.24	1029.26	1035.54	9	1	6	0	0	1240.569317	0	0	0	450.1521729	22004.87848	5359.910459	6366.334729	29995.39115	50564.53433	36513.76583	28086.03111	1219.456677	15362.23016	6600.948639		
371	M642T930	6.789076915	7.692926728	4.00E-05	642.2485459	642.2478445	642.2491368	929.94	929.64	931.17	7	0	7	387.8140919	364.2358004	0	767.4734319	0	0	0	757.3586975	407.6889886	334.1407619	2358.497431	1498.167719	2401.194899	2642.399539	1269.030507	1700.103956	2476.592432		
906	M472T1025_1	6.780452039	4.168259051	0.002693411	471.7398068	471.7386538	471.7405587	1024.98	1024.9	1025.33	10	3	7	0	0	0	0	0	0	0	15659.47755	6100.461494	6737.588685	27558.72525	30143.95214	22906.0034	26284.61462	8668.018977	10739.60871	8957.360922		
127	M230T566	6.775607245	10.10231569	7.79E-07	230.1445556	230.1444094	230.1453743	565.92	565.6	566.28	5	0	5	0	0	351.535489	366.7792242	0	394.3923729	0	700.7114948	813.7324983	460.6369207	1458.335118	2147.859308	2678.877651	2077.882683	2166.500294	1769.351844	2346.340223		
1803	M908T1157_1	6.728931808	2.48327835	0.045085713	907.5550861	907.5525903	907.5566985	1157.08	1156.67	1157.28	4	0	4	0	780.2075735	0	0	687.4116698	741.8641699	0	489.9102589	0	0	2196.903465	4737.792084	2774.061271	1749.311887	0	501.925502	754.8309499		
874	M245T373	6.72239643	4.406414139	0.00218831	245.1859063	245.1856505	245.1860475	373.035	372.6	373.86	6	1	5	407.2595017	2303.828933	3168.327422	382.3295327	688.7231778	0	335.5594104	0	7266.767441	0	12099.49829	18652.46892	6081.02354	10566.08579	8608.456951	5056.092125	7417.136351		
34	M184T152	6.721949109	11.98524164	2.24E-08	184.0283224	184.0275205	184.0287335	152.045	151.63	152.97	4	0	4	347.3943057	0	443.1626333	0	719.4465668	1402.229892	0	482.071853	0	0	2226.686452	2454.36509	2220.25176	2105.112861	2014.035359	2547.877775	2403.113713		
3081	M123T32	6.712453628	1.055676791	0.331701482	122.9245453	122.9243425	122.9247893	31.94	31.62	32.07	14	7	7	2409.232992	3357.131086	3241.85661	2519.086385	4633.024768	3671.623325	9035.893348	6358.764214	7298.308797	6383.14585	5612.278982	6236.828222	6383.253527	6937.595277	191548.8048	5159.499747	7926.933444		
985	M241T226	6.689297286	3.855628263	0.004031058	241.1051516	241.1046773	241.1053087	225.72	225.42	226.04	5	0	5	0	0	0	0	0	0	406.426045	0	2136.374524	869.4152491	2556.159033	2270.250839	3445.017487	1008.10487	1926.720512	737.6050746	4033.870391		
160	M604T936_1	6.679746146	10.58290005	1.89E-06	603.8462663	603.8453006	603.8465186	935.88	935.52	935.88	6	0	6	757.6238628	0	384.6108237	878.0790602	759.8450381	0	431.0724914	348.2356489	802.7425018	1531.173289	3395.757358	3185.25594	3944.770265	3462.672832	3633.500044	5068.028362	4866.425536		
113	M553T932	6.663085452	11.78160894	5.57E-07	553.3606354	553.3603545	553.3613646	932.28	931.92	933.41	7	0	7	1187.979331	341.3528401	809.2416415	368.2726312	694.110558	758.9619343	0	748.5744213	336.07298	0	2367.99579	3535.158314	3705.106942	3547.713169	3798.034646	4262.937452	3244.549253		
28	M199T903	6.663028247	11.24575362	1.73E-08	199.1687834	199.1686494	199.1689971	902.58	902.52	903.18	5	0	5	0	0	816.4027367	0	339.5540809	337.9498096	474.2624164	378.8627806	1157.789508	0	2175.641129	1951.785621	2975.802342	2069.636955	2347.776583	2423.420002	2402.843844		
1020	M428T1025	6.652441945	-3.710269995	0.004677557	428.3118529	428.311177	428.3123073	1024.97	1024.61	1024.98	9	7	2	16084.03922	16550.91019	15406.35982	10859.2541	10585.51883	12599.69989	473.1856438	2302.477812	3223.40129	1471.596351	1542.320364	1351.483213	2336.404055	762.6489753	926.3599313	1584.034593	920.2824706		
969	M172T524	6.647113257	4.361258963	0.003791135	172.0789565	172.0789241	172.0791486	524.19	524.03	524.35	4	0	4	0	776.0203348	0	445.3985149	1638.831712	0	1193.406076	1032.527664	802.0177673	370.1582686	3745.97437	5332.121513	5418.748193	1770.255164	5665.931294	900.4853382	6286.505106		
486	M328T66	6.640800842	6.899387562	0.000136986	328.0201801	328.019918	328.0216657	66.31	66.14	66.66	5	0	5	0	0	347.9331721	625.586451	320.6494329	389.4315015	0	338.810698	0	320.2191021	2177.235203	1526.460198	1475.638697	1323.156431	805.5689283	1461.875115	2119.924582		
1425	M313T463	6.612174392	3.148300778	0.018233894	313.1552158	313.1549288	313.1559247	462.66	461.96	463.32	11	4	7	0	2001.776665	3459.694178	0	2243.212342	1240.779305	777.940577	8746.328379	7898.186745	4629.201006	11971.14815	17610.4099	12064.80128	51172.46242	24009.27248	9251.066531	17391.68969		
1948	M368T922	6.579115452	2.177016546	0.060440114	368.2276369	368.2259976	368.227947	921.66	921.55	922.04	6	1	5	0	0	0	0	0	0	0	3931.084967	0	0	1614.99666	7524.443266	3971.174646	1849.816672	248.0497945	1827.05189	1068.610365		
228	M679T1158	6.573634103	9.564826235	7.20E-06	678.7115774	678.7112121	678.7135218	1157.64	1156.67	1158.6	5	0	5	1580.225083	1291.563069	459.1684175	721.1266111	427.5623878	0	0	1312.815143	769.4680845	1922.230658	6223.938322	5459.584204	6931.673193	6582.758778	3356.870184	5338.282262	5147.125001		
1402	M656T959	6.561804884	2.948317751	0.016779579	656.3259981	656.3253948	656.3270458	958.62	958.61	958.68	4	0	4	339.9073056	0	0	0	0	1462.190498	0	0	0	0	1335.089887	2343.903944	722.8781569	1805.470817	253.9393097	211.8767735	1604.351031		
1698	M583T760	6.551097322	2.570898944	0.035374714	583.2549077	583.2537913	583.2554104	760.155	759.96	760.62	4	0	4	0	0	0	0	0	537.0489368	0	0	337.3960891	1949.625849	217.9751664	4402.77936	1705.526548	2901.546178	2480.972952	1008.702245	233.0317513		
922	M298T312	6.542509042	4.087223393	0.002885898	298.0973108	298.096343	298.0981279	311.51	311.16	311.82	5	0	5	0	0	0	0	0	0	809.1460763	0	1364.553224	375.4045939	783.2191307	2691.850283	1105.044876	1911.50504	2837.981691	1088.568919	1256.104752		
1671	M299T60	6.538616165	2.650832999	0.03306269	299.0850915	299.0849373	299.0854721	60.04	59.96	60.34	5	1	4	0	0	0	0	0	0	0	4896.094216	2763.843657	7966.805205	23388.59959	18813.32326	6294.146776	10136.04661	125.8998275	3161.938779	9604.137584		
619	M624T1099_2	6.518882164	5.290260923	0.000372414	624.2191555	624.2177763	624.2214409	1098.545	1097.88	1098.9	6	0	6	714.2164897	381.4713311	360.6515739	0	0	0	0	1432.132582	0	0	679.8706023	2464.342273	2795.014751	1936.123656	1402.852599	1853.24569	2049.276344		
791	M925T1144	6.517141936	4.314892172	0.001381001	924.5698572	924.5684158	924.5732102	1144.03	1143.78	1144.74	5	0	5	0	0	0	0	1548.197971	1231.860795	0	0	0	0	701.6817331	3162.123708	1609.4863	1369.387984	1566.074508	1764.975553	2508.896513		
